Significant.UC_K	Ratio.UC.H	minus.log.pvalue	Number.of.samples.quantified.in	Quantified.in.over.70.pct.samples	Cluster	Protein.names	Gene.names	Protein.IDs	Majority.protein.IDs	Zscore.difference.UC-K	Gene.name	pvalue	adj_pvalue	logFC	stat	ENSG.ID	Gene.type	Chromosome	idx	top_2000	top_100	significance
NA	0.8756	1.80166	32	+	NA	Dihydroxyacetone phosphate acyltransferase	GNPAT	Q53H08;Q53FI2;O15228;O15228-2;B3KN78;Q5TBH8;Q71V38	Q53H08;Q53FI2;O15228;O15228-2;B3KN78;Q5TBH8;Q71V38	-0.536041	GNPAT	0.015788468319093845	0.02836603372611166	-0.19165614036850323	-0.6799992311488622	ENSG00000116906	protein_coding	1	4564	no	no	not_significant
NA	0.904155	2.35467	32	+	NA	Lysosome membrane protein 2	SCARB2	A0A1W2PPX5;A0A1W2PQR6;A0A1W2PQB7;A0A1W2PS43;A0A024RDG6;A0A1W2PRS1;Q14108;A0A1W2PPU6;A0A1W2PRF6;A0A1W2PSE4;A0A1W2PS70;A0A1W2PNX7;D6RDG0;A0A1W2PQL5	A0A1W2PPX5;A0A1W2PQR6;A0A1W2PQB7;A0A1W2PS43;A0A024RDG6;A0A1W2PRS1;Q14108;A0A1W2PPU6;A0A1W2PRF6	-0.393265	SCARB2	0.004419061035266133	0.009042843627427454	-0.1453579787040221	-0.6815363972215505	ENSG00000138760	protein_coding	4	4565	no	no	significant
NA	0.881394	1.90413	27	+	NA	Ephexin-1	NGEF	B4DPF7;Q8N5V2-3;Q8N5V2;B4DV69;Q8N5V2-2;B4DDI2;H7BZ39;C9JTV7	B4DPF7;Q8N5V2-3;Q8N5V2;B4DV69;Q8N5V2-2	-0.539163	NGEF	0.01247010183252376	0.02298512957744469	-0.18214101923832632	-0.684317594176786	ENSG00000066248	protein_coding	2	4566	no	no	not_significant
NA	0.876814	1.82975	32	+	NA	5-nucleotidase;Cytosolic 5-nucleotidase 3A	NT5C3;NT5C3A	A0A024RA81;Q9H0P0-1;Q9H0P0-2;A0A090N7U2;Q9H0P0-3;B9A035;C9K084	A0A024RA81;Q9H0P0-1;Q9H0P0-2;A0A090N7U2;Q9H0P0-3;B9A035	-0.429608	NT5C3A	0.01479960076511679	0.026705786732267943	-0.18965726103996738	-0.6843248398612329	ENSG00000122643	protein_coding	7	4567	no	no	not_significant
NA	0.905542	2.4085	32	+	NA	Mitochondrial import receptor subunit TOM22 homolog	MST065;TOMM22	Q549C5;Q9NS69;Q53GB0	Q549C5;Q9NS69;Q53GB0	-0.335869	TOMM22	0.0039039118250765994	0.008090412441780727	-0.14314653843140313	-0.6870265841986418	ENSG00000100216	protein_coding	22	4568	no	no	significant
NA	0.861808	1.63354	32	+	NA	Signal peptide peptidase-like 2A	SPPL2A	Q8TCT8;H0YNA7;H0YNA2	Q8TCT8;H0YNA7	-0.640119	SPPL2A	0.02325198317331355	0.0400641582456871	-0.21456160411282177	-0.6873008427652721	ENSG00000138600	protein_coding	15	4569	no	no	not_significant
NA	0.866468	1.69306	32	+	NA	Metalloendopeptidase OMA1, mitochondrial	OMA1	Q96E52;Q96E52-2;X6RDQ1;H7BZX2;X6RD49;X6RL62;X6RIG5	Q96E52;Q96E52-2	-0.523682	OMA1	0.020274026041512145	0.03545556586999181	-0.20678162547167292	-0.68765578977088615	ENSG00000162600	protein_coding	1	4570	no	no	not_significant
NA	0.889333	2.05263	32	+	NA	Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7	GRN	B4DJI2;P28799;K7EKL3;P28799-3;P28799-2;K7EQ05;B4E1G5;K7EQI0;K7EMR1;K7EPL0	B4DJI2;P28799;K7EKL3;P28799-3;P28799-2;K7EQ05;B4E1G5	-0.520666	GRN	0.008858700111269885	0.016908086879041037	-0.1692043749390297	-0.6877938867451686	ENSG00000030582	protein_coding	17	4571	yes	no	not_significant
NA	0.90219	2.32924	32	+	NA	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	GNB2	Q6FHM2;P62879;E7EP32;P62879-2	Q6FHM2;P62879;E7EP32	-0.39989	GNB2	0.0046855437786815345	0.00954079773703214	-0.14849679977485766	-0.6883138299512604	ENSG00000172354	protein_coding	7	4572	no	no	significant
NA	0.908436	2.49275	32	+	NA	Galactose-1-phosphate uridylyltransferase	GALT;hCG_2040046	B2RAT6;A0A0S2Z3Y7;P07902;D3DRM8;P07902-2;Q8N8Y3;A0A0S2Z4I0;B4DT62;G3V4G9;G3V3U5;G3V223;F2Z2X9;B4DDJ1;B3KTV7;Q14388;Q14379;H0YJL3;Q14362;C8CHJ4;P78433;C8CHJ3	B2RAT6;A0A0S2Z3Y7;P07902;D3DRM8;P07902-2	-0.368365	GALT	0.003215511002908202	0.006819176969130427	-0.13854321579944834	-0.6887316319352705	ENSG00000213930	protein_coding	9	4573	no	no	significant
NA	0.879228	1.88565	32	+	NA	ADP/ATP translocase 1	SLC25A4	A0A0S2Z3H3;P12235;V9GYG0;A0A0S2Z359;A0A0S2Z3C4;Q59EP7	A0A0S2Z3H3;P12235;V9GYG0;A0A0S2Z359;A0A0S2Z3C4;Q59EP7	-0.468465	SLC25A4	0.01301217813246502	0.023849232238044957	-0.18569076362988304	-0.6907621171501507	ENSG00000151729	protein_coding	4	4574	no	no	not_significant
NA	0.80394	1.14098	30	+	NA	Probable lysosomal cobalamin transporter	LMBRD1	Q9NUN5-3;Q9NUN5;Q9NUN5-4;Q9NUN5-2	Q9NUN5-3;Q9NUN5;Q9NUN5-4;Q9NUN5-2	-0.944929	LMBRD1	0.0722803089148101	0.10963488602629035	-0.3148402613096862	-0.6920257908335082	ENSG00000168216	protein_coding	6	4575	no	no	not_significant
NA	0.896824	2.22664	32	+	NA	Rhophilin-2	RHPN2	Q8IUC4;Q8IUC4-2;A8MT19;K7EL35	Q8IUC4;Q8IUC4-2	-0.430181	RHPN2	0.005934170223084086	0.011788277757645996	-0.15710320811592296	-0.6950290849864487	ENSG00000131941	protein_coding	19	4576	no	no	not_significant
NA	0.875346	1.8353	32	+	NA	Rho guanine nucleotide exchange factor 5	ARHGEF5;DKFZp686N1969	B9EGR7;Q12774;Q68E09;H0Y895;B3KQX6;A0A090N7S2;Q12774-2;A5YM69;Q32Q31;C9J591;H9XFB6	B9EGR7;Q12774;Q68E09;H0Y895	-0.511344	ARHGEF5	0.014611674870209874	0.026389777277271573	-0.19207470786625172	-0.6953404038978962	ENSG00000050327	protein_coding	7	4577	no	no	not_significant
NA	0.819011	1.25022	24	+	NA	Nuclear receptor-binding protein 2	NRBP2	Q9NSY0-2;B3KSN6;D3DWK9;Q9NSY0-4;Q9NSY0	Q9NSY0-2;B3KSN6;D3DWK9;Q9NSY0-4;Q9NSY0	-0.728437	NRBP2	0.05620565328043336	0.08772734979459865	-0.28804526629473154	-0.6972632733688269	ENSG00000185189	protein_coding	8	4578	no	no	not_significant
NA	0.925178	3.09271	32	+	NA	Rab GTPase-activating protein 1	RABGAP1	Q9Y3P9;B7Z2B4;Q9Y3P9-2;Q9Y3P9-3;Q9Y3P9-4;E9PNV2;A0A0U1RQT5;B5MCD9;A0A0U1RQX4	Q9Y3P9	-0.308905	RABGAP1	8.077742411884542e-4	0.0019512796513708596	-0.11219713465068244	-0.6979157010749372	ENSG00000011454	protein_coding	9	4579	no	no	significant
NA	0.87938	1.90775	24	+	NA	T-complex protein 11-like protein 1	TCP11L1	B3KQZ4;E9PJ55;Q9NUJ3;Q9HAL7;H0YES4	B3KQZ4;E9PJ55;Q9NUJ3;Q9HAL7	-0.518437	TCP11L1	0.012366591067949075	0.02282154555780277	-0.1854413736046344	-0.6980500892464062	ENSG00000176148	protein_coding	11	4580	no	no	not_significant
NA	0.915146	2.72659	32	+	NA	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	FKBP4	Q02790;B2R9U2;F5H1U3;H0YFG2;F5H120	Q02790;B2R9U2	-0.343577	FKBP4	0.0018767654509794997	0.004192889287881946	-0.1279261693342678	-0.6981521633064692	ENSG00000004478	protein_coding	12	4581	no	no	significant
NA	0.847882	1.50478	32	+	NA	Translation factor GUF1, mitochondrial	GUF1	A0A024R9T3;Q8N442	A0A024R9T3;Q8N442	-0.592526	GUF1	0.03127663342311281	0.05217553306947117	-0.23806459644359768	-0.6999640642548146	ENSG00000151806	protein_coding	4	4582	no	no	not_significant
NA	0.821446	1.27349	32	+	NA	Galactocerebrosidase	GALC	A0A0A0MQV0;A0A024R6E8;P54803-4;P54803;P54803-5;P54803-3;A0A087WX10;G3V255;B4DFD1;H0YJG8;G3V4M2;G3V5E8	A0A0A0MQV0;A0A024R6E8;P54803-4;P54803;P54803-5;P54803-3;A0A087WX10;G3V255;B4DFD1	-0.798914	GALC	0.053273349082368325	0.08369979439160714	-0.2837623561001058	-0.7001000303755686	ENSG00000054983	protein_coding	14	4583	no	no	not_significant
NA	0.863459	1.68306	32	+	NA	Sialoadhesin	SIGLEC1	Q9BZZ2;A5D8Z7;Q9BZZ2-2;Q9BZZ2-3;H7C0M6;Q86YV1	Q9BZZ2;A5D8Z7;Q9BZZ2-2;Q9BZZ2-3	-0.653856	SIGLEC1	0.020746268773596893	0.0361597875129434	-0.21180041962417454	-0.7001544472686744	ENSG00000088827	protein_coding	20	4584	yes	no	not_significant
NA	0.887005	2.05411	32	+	NA	Insulin-like growth factor-binding protein 4	IGFBP4	A0A024R1U8;P22692-2;P22692	A0A024R1U8;P22692-2;P22692	-0.631031	IGFBP4	0.008828562584146602	0.01686618196489422	-0.172985857942902	-0.7036005237946081	ENSG00000141753	protein_coding	17	4585	no	no	not_significant
NA	0.916188	2.78766	32	+	NA	Vacuolar protein sorting-associated protein 35	VPS35;DKFZp686O2462	Q96QK1;Q53FR4;Q5HYM2;I3L4S0;A0A1W2PP10;I3L4P4	Q96QK1;Q53FR4;Q5HYM2	-0.304868	VPS35	0.0016305720736046654	0.0036854743067146383	-0.1262844279644984	-0.705402502855247	ENSG00000069329	protein_coding	16	4586	no	no	significant
NA	0.885599	2.03431	32	+	NA	Glutamine-dependent NAD(+) synthetase	NADSYN1	Q6IA69;A0A0B4J216;H0YDH3;E9PNF5;H0YCQ6;E9PKY6;H0YED2	Q6IA69;A0A0B4J216	-0.431678	NADSYN1	0.009240383586232217	0.01753914429013506	-0.1752745018282578	-0.7060084691343718	ENSG00000172890	protein_coding	11	4587	no	no	not_significant
NA	0.887262	2.07511	32	+	NA	Melanophilin	MLPH;UNQ8200	A0A024R4D3;Q9BV36-2;A8KA64;A0A024R492;Q9BV36;Q9BV36-5;Q9BV36-4;Q53QF3;Q6UWC1;C9JKV5;H7C2D8;Q53QV8;H7C3K9;C9JI01;H7C052;H7C190	A0A024R4D3;Q9BV36-2;A8KA64;A0A024R492;Q9BV36;Q9BV36-5;Q9BV36-4;Q53QF3;Q6UWC1	-0.471583	MLPH	0.008411820564017623	0.016144298371499402	-0.17256791337412913	-0.7094780493120764	ENSG00000115648	protein_coding	2	4588	no	no	not_significant
NA	0.892266	2.17855	32	+	NA	39S ribosomal protein L44, mitochondrial	MRPL44	A0A024R473;Q9H9J2	A0A024R473;Q9H9J2	-0.420553	MRPL44	0.006629030237461651	0.013034633700624118	-0.16445422815782063	-0.7112119549149529	ENSG00000135900	protein_coding	2	4589	no	no	not_significant
NA	0.807277	1.19173	32	+	NA	Granzyme A	GZMA	P12544-2;P12544	P12544-2;P12544	-0.837898	GZMA	0.06430873991973372	0.09868120289420183	-0.30886430619620886	-0.7114750193965583	ENSG00000145649	protein_coding	5	4590	yes	no	not_significant
NA	0.832648	1.39459	32	+	NA	Spectrin alpha chain, erythrocytic 1	SPTA1	P02549;P02549-2;D3DVD8;V9GY79	P02549;P02549-2;D3DVD8	-0.668066	SPTA1	0.040309740284091025	0.06568522632854253	-0.2642213663805244	-0.7159842187469315	ENSG00000163554	protein_coding	1	4591	no	no	not_significant
NA	0.883112	2.01858	32	+	NA	NLR family member X1	NLRX1	Q86UT6;Q86UT6-2;B7Z889;C9JLK8;C9JQE9;C9J0R6	Q86UT6;Q86UT6-2;B7Z889	-0.447617	NLRX1	0.00958120207785219	0.018130401973512223	-0.17933167672154876	-0.716436974758896	ENSG00000160703	protein_coding	11	4592	no	no	not_significant
NA	0.880059	1.96831	32	+	NA	Chloride intracellular channel protein;Chloride intracellular channel protein 1	CLIC1	Q5SRT3;Q53FB0;O00299	Q5SRT3;Q53FB0;O00299	-0.462235	CLIC1	0.010756971054470387	0.020121327586462456	-0.18432784823501974	-0.7171642936173213	ENSG00000213719	protein_coding	6	4593	no	no	not_significant
NA	0.81297	1.24531	30	+	NA	Pantothenate kinase 3	PANK3	Q9H999;E5RHA5	Q9H999;E5RHA5	-0.650495	PANK3	0.056844702772179324	0.08856831492646937	-0.29872597954866575	-0.7203187048775567	ENSG00000120137	protein_coding	5	4594	no	no	not_significant
NA	0.87749	1.93612	26	+	NA	ADP-ribosylation factor-like protein 15	ARL15	A0A087WUW9;Q9NXU5;A0A0B4J222;A8K4C1;R4GN67	A0A087WUW9;Q9NXU5;A0A0B4J222;A8K4C1	-0.459104	ARL15	0.011584572183698663	0.02151717477175475	-0.18854541053297239	-0.7208758100297209	ENSG00000185305	protein_coding	5	4595	no	no	not_significant
NA	0.893739	2.23923	32	+	NA	Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta	INSR	P06213-2;P06213;Q86WY9;Q2MKP2;Q2MKP0;Q2MKN9;Q2MKP1;A4ZPI6;A4ZPI7;A4ZPI5;A4ZPI2;A4ZPI1;Q2PJC1	P06213-2;P06213	-0.515801	INSR	0.005764610918729658	0.011499469006911034	-0.1620745144649002	-0.720966799868261	ENSG00000171105	protein_coding	19	4596	no	no	not_significant
NA	0.900658	2.39822	32	+	NA	Protein FAM83H	FAM83H	Q6ZRV2;J3KPS2;F4ZCG5;F4ZCG4	Q6ZRV2;J3KPS2	-0.415448	FAM83H	0.00399742201567578	0.008262051385340582	-0.15094870846005123	-0.7212894426373267	ENSG00000180921	protein_coding	8	4597	no	no	significant
NA	0.861063	1.70367	32	+	NA	Gamma-glutamyltransferase 6;Gamma-glutamyltransferase 6 heavy chain;Gamma-glutamyltransferase 6 light chain	GGT6	B4DPG6;J3KPJ0;B4DKN3;Q6P531-2;Q6P531	B4DPG6;J3KPJ0;B4DKN3;Q6P531-2;Q6P531	-0.527026	GGT6	0.01978472417456018	0.03467934645563496	-0.21580929807534516	-0.7224762886277467	ENSG00000167741	protein_coding	17	4598	no	no	not_significant
NA	0.910338	2.66583	32	+	NA	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	NDUFB8	O95169-3;O95169;E9PQ68;O95169-2;K9J7I2;E9PIZ8	O95169-3;O95169;E9PQ68;O95169-2;K9J7I2	-0.363835	NDUFB8	0.002158589200803146	0.004752123751429923	-0.13552579090986372	-0.7227723584525699	ENSG00000166136	protein_coding	10	4599	no	no	significant
NA	0.881794	2.01908	32	+	NA	Cysteine-rich and transmembrane domain-containing protein 1	CYSTM1	Q9H1C7	Q9H1C7	-0.569522	CYSTM1	0.00957017765869699	0.0181150837592232	-0.18148643444503648	-0.7252008414247156	ENSG00000120306	protein_coding	5	4600	no	no	not_significant
NA	0.850066	1.58073	32	+	NA	Inter-alpha-trypsin inhibitor heavy chain H1	ITIH1	B7Z549;P19827;P19827-2;P19827-3;Q9P1C5;H7C0N0;H7C5I0	B7Z549;P19827;P19827-2;P19827-3	-0.595262	ITIH1	0.026258505219854372	0.044635128169208206	-0.23435323695914514	-0.725502981798773	ENSG00000055957	protein_coding	3	4601	no	no	not_significant
NA	0.8293	1.39558	23	+	NA	Low density lipoprotein receptor adapter protein 1	LDLRAP1	B3KR97;Q5SW96;Q9H7R8	B3KR97;Q5SW96;Q9H7R8	-0.747387	LDLRAP1	0.04021795649611765	0.06555293699841633	-0.27003400255307203	-0.7322824937610769	ENSG00000157978	protein_coding	1	4602	no	no	not_significant
NA	0.886865	2.13699	32	+	NA	Ras-related protein Rab-2A	RAB2;RAB2A	A0A024R7V6;P61019;A0A0A1HAW1;P61019-2;E9PKL7;H7C125;O75546;Q9UL31;Q96K32;H0YDL5;A0A1D5RMT4	A0A024R7V6;P61019;A0A0A1HAW1;P61019-2;E9PKL7	-0.436179	RAB2A	0.007294743068278366	0.014190214260532689	-0.17321358298041192	-0.7345194968468169	ENSG00000104388	protein_coding	8	4603	no	no	not_significant
NA	0.757375	0.95911	32	+	NA	Protein FAM3D	FAM3D	A0A0A8K9B4;Q96BQ1;C9IZW7;C9JB68	A0A0A8K9B4;Q96BQ1	-0.808357	FAM3D	0.10987275136908586	0.15834376473232975	-0.40092029443514504	-0.7349150709215782	ENSG00000198643	protein_coding	3	4604	no	no	not_significant
NA	0.79888	1.1784	32	+	NA	Protein phosphatase PTC7 homolog	PPTC7	Q8NI37	Q8NI37	-0.765356	PPTC7	0.06631320218835529	0.10142983980529041	-0.3239492831067191	-0.7372811127991701	ENSG00000196850	protein_coding	12	4605	no	no	not_significant
NA	0.902184	2.49692	32	+	NA	Pyruvate carboxylase;Pyruvate carboxylase, mitochondrial	PC	A0A024R5C5;P11498;P11498-2;E9PRE7;E9PS68	A0A024R5C5;P11498	-0.386602	PC	0.003184784126612508	0.0067609698039724515	-0.14850639442679286	-0.7395396590317164	ENSG00000173599	protein_coding	11	4606	no	no	significant
NA	0.914614	2.86451	32	+	NA	Calcium-binding mitochondrial carrier protein Aralar1	SLC25A12	B3KMV8;O75746;O75746-2;F8W9J0;H0YFB2;B4DGK6	B3KMV8;O75746;O75746-2	-0.36518	SLC25A12	0.0013661236191694476	0.003134734122799207	-0.1287650922349543	-0.7400785926499774	ENSG00000115840	protein_coding	2	4607	no	no	significant
NA	0.791223	1.14106	32	+	NA	Cadherin-19	CDH19	Q96KY9;F8VVI9;J3KTP3;Q9H159-2;Q9H159	Q96KY9;F8VVI9;J3KTP3;Q9H159-2;Q9H159	-1.01331	CDH19	0.07226699561610196	0.10963488602629035	-0.3378437305905743	-0.7425879201965078	ENSG00000071991	protein_coding	18	4608	no	no	not_significant
NA	0.916889	2.95494	32	+	NA	Pleckstrin homology domain-containing family A member 5	PLEKHA5	A0A024RAY7;Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;B4DHK5;Q9HAU0-5;A0JP02;Q9HAU0-8;B4DMB9;B4DJX4;Q9HAU0-3;H0YGJ6;Q9HAU0-7;H0YG48	A0A024RAY7;Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;B4DHK5;Q9HAU0-5;A0JP02;Q9HAU0-8;B4DMB9;B4DJX4;Q9HAU0-3	-0.43389	PLEKHA5	0.0011093280640119144	0.002590666445562568	-0.1251810053881822	-0.7432392972095803	ENSG00000052126	protein_coding	12	4609	no	no	significant
NA	0.843133	1.54838	32	+	NA	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	B3GAT3	Q5U676;O94766;B4DNL8;G3V150;O94766-2;E9PNA1	Q5U676;O94766;B4DNL8;G3V150;O94766-2;E9PNA1	-0.678146	B3GAT3	0.028289156613510755	0.04762868077809706	-0.2461678678650678	-0.7461338128937834	ENSG00000149541	protein_coding	11	4610	no	no	not_significant
NA	0.825406	1.39138	27	+	NA	Transcription elongation factor, mitochondrial	TEFM	B4DPU1;J3KTG7;Q96QE5-4;Q96QE5	B4DPU1;J3KTG7;Q96QE5-4;Q96QE5	-0.698884	TEFM	0.040608785397181386	0.06608545497267623	-0.2768241693376853	-0.7484389034842862	ENSG00000172171	protein_coding	17	4611	no	no	not_significant
NA	0.89789	2.42127	32	+	NA	Iron-sulfur cluster assembly 2 homolog, mitochondrial	ISCA2	Q86U28;J3QSS7	Q86U28	-0.465618	ISCA2	0.003790792389046157	0.007882400852004518	-0.1553893828552471	-0.7498518614840733	ENSG00000165898	protein_coding	14	4612	no	no	significant
NA	0.881223	2.0822	32	+	NA	28S ribosomal protein S5, mitochondrial	MRPS5	P82675;P82675-2;B4DIW8	P82675	-0.434266	MRPS5	0.00827560970035354	0.015918000120368987	-0.1824209448861171	-0.7525793882264363	ENSG00000144029	protein_coding	2	4613	no	no	not_significant
NA	0.89867	2.45879	32	+	NA	Serine/threonine-protein kinase WNK2	WNK2	F8W9F9;H0Y7T5;Q9Y3S1-2;Q9Y3S1-4;Q9Y3S1;H0Y7R3;A6PVV2;Q9Y3S1-3;H0Y493;H0Y7J9;E9PCD1;O60536;REV__H7C491;B1AQN8	F8W9F9;H0Y7T5;Q9Y3S1-2;Q9Y3S1-4;Q9Y3S1;H0Y7R3;A6PVV2;Q9Y3S1-3	-0.383157	WNK2	0.0034770425071188357	0.007311129161517471	-0.15413665296857593	-0.7554653063245648	ENSG00000165238	protein_coding	9	4614	no	no	significant
NA	0.922504	3.23016	32	+	NA	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	J3QRS3;P19105;O14950;Q53HL1;J3KTJ1	J3QRS3;P19105;O14950;Q53HL1	-0.292907	MYL12A	5.886267572924736e-4	0.0014612877828569478	-0.11637292813963769	-0.7573833622171623	ENSG00000101608	protein_coding	18	4615	no	no	significant
NA	0.922504	3.23016	32	+	NA	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	J3QRS3;P19105;O14950;Q53HL1;J3KTJ1	J3QRS3;P19105;O14950;Q53HL1	-0.292907	MYL12B	5.886267572924736e-4	0.0014612877828569478	-0.11637292813963769	-0.7573833622171623	ENSG00000118680	protein_coding	18	4616	no	no	significant
NA	0.850001	1.64664	32	+	NA	Kunitz-type protease inhibitor 2	SPINT2	A0A140VJV6;K7EM91;Q6LEU8;O43291-2;O43291;K7ES27;K7ESI5;K7EKQ0	A0A140VJV6;K7EM91;Q6LEU8;O43291-2;O43291	-0.579778	SPINT2	0.022561085947777892	0.03898232900281042	-0.23446355634973792	-0.7574333351448549	ENSG00000167642	protein_coding	19	4617	no	no	not_significant
NA	0.922947	3.2503	32	+	NA	NIF3-like protein 1	DKFZp762L015;NIF3L1	Q658J0;A0A024R3V5;A0A024R3V7;Q9GZT8-2;Q9GZT8;Q9GZT8-3;E7EXA3;Q6X734;H7C1A8;B8ZZI0;E9PBZ7;B7ZW58;C9JN42;Q9NX45-3;A6NNP5-5;A6NNP5-3;A6NNP5-6	Q658J0;A0A024R3V5;A0A024R3V7;Q9GZT8-2;Q9GZT8;Q9GZT8-3	-0.292483	NIF3L1	5.619530077001323e-4	0.0014035207591347409	-0.11568029103858235	-0.7575647663495483	ENSG00000196290	protein_coding	2	4618	no	no	significant
NA	0.897653	2.44192	32	+	NA	Nuclear receptor 2C2-associated protein	NR2C2AP	Q86WQ0;Q86WQ0-2;U3KQ53;F5H0B6	Q86WQ0;Q86WQ0-2;U3KQ53	-0.43678	NR2C2AP	0.003614764429286702	0.007564704985011494	-0.15577023558523045	-0.7581340096697297	ENSG00000184162	protein_coding	19	4619	no	no	significant
NA	0.847804	1.62446	32	+	NA	Bisphosphoglycerate mutase	BPGM	A0A024R782;P07738;B3KUR3;Q59GR5;C9JH23	A0A024R782;P07738;B3KUR3	-0.67647	BPGM	0.02374324095995305	0.040785611693430465	-0.23819732173975364	-0.7587328545521398	ENSG00000172331	protein_coding	7	4620	no	no	not_significant
NA	0.876992	2.02578	32	+	NA	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	Q99729-3;Q99729-4	Q99729-3;Q99729-4	-0.458335	HNRNPAB	0.009423668492009984	0.017854156236087545	-0.18936441255141162	-0.7594344970462718	ENSG00000197451	protein_coding	5	4621	no	no	not_significant
NA	0.86586	1.85761	32	+	NA	Cdc42 effector protein 4	CDC42EP4	B2R6D8;Q9H3Q1-2;Q9H3Q1;J3QQS6;J3KRZ9;J3QR93	B2R6D8;Q9H3Q1-2;Q9H3Q1;J3QQS6;J3KRZ9	-0.534947	CDC42EP4	0.013880017062789003	0.02523046017527548	-0.2077943189348938	-0.761400072629098	ENSG00000179604	protein_coding	17	4622	no	no	not_significant
NA	0.888444	2.2627	28	+	NA	Myelin expression factor 2	MYEF2	A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;Q9P2K5;Q9Y655;A0A087WUT0;A0A024R5Q6;H0YN19;H0YKS1;A0A0C4DGV1;Q9P2K5-3;A0A087WWC8;Q9P2K5-4	A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;Q9P2K5;Q9Y655;A0A087WUT0;A0A024R5Q6;H0YN19	-0.45764	MYEF2	0.005461349875057235	0.010979514833340032	-0.17064725106832693	-0.7670456711221141	ENSG00000104177	protein_coding	15	4623	no	no	not_significant
NA	0.908088	2.75853	32	+	NA	Cytochrome c oxidase assembly protein COX15 homolog	COX15	Q7KZN9-2;Q7KZN9;B4DQM2	Q7KZN9-2;Q7KZN9	-0.412981	COX15	0.001743692903266971	0.003923943563974872	-0.13909598348142926	-0.7682227259522331	ENSG00000014919	protein_coding	10	4624	no	no	significant
NA	0.891573	2.35067	32	+	NA	Solute carrier family 25 member 40	SLC25A40	Q8TBP6	Q8TBP6	-0.419227	SLC25A40	0.004459950103591366	0.009117464939044301	-0.16557516756281523	-0.7749615510701523	ENSG00000075303	protein_coding	7	4625	no	no	significant
NA	0.845989	1.63896	32	+	NA	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	DHX32	B2RD71;Q7L7V1;Q7L7V1-2;X6R717;X6RHK1	B2RD71;Q7L7V1;Q7L7V1-2;X6R717	-0.597268	DHX32	0.022963601409577556	0.03960036562097814	-0.24128919011024857	-0.7757342371636283	ENSG00000089876	protein_coding	10	4626	no	no	not_significant
NA	0.847655	1.65944	23	+	NA	RNA pseudouridylate synthase domain-containing protein 4	RPUSD4	A0A024R3K2;Q96CM3-2;Q96CM3;E9PJV3;B4DUN4	A0A024R3K2;Q96CM3-2;Q96CM3;E9PJV3	-0.679633	RPUSD4	0.02190584447589395	0.03796685600866821	-0.23845089503364725	-0.7766371051003629	ENSG00000165526	protein_coding	11	4627	no	no	not_significant
NA	0.847264	1.65645	32	+	NA	Fibulin-5	FBLN5	A0A024R6G3;G3V4U0;Q9UBX5;G3XA98;Q86TV4;B3KQA8;G3V3Y2	A0A024R6G3;G3V4U0;Q9UBX5;G3XA98;Q86TV4;B3KQA8	-0.540315	FBLN5	0.022057180644519225	0.038210371910427456	-0.23911652421237992	-0.7772710265692476	ENSG00000140092	protein_coding	14	4628	yes	no	not_significant
NA	0.85768200000000006	1.78319	32	+	NA	Inter-alpha-trypsin inhibitor heavy chain H5	ITIH5	G5E9D8;C9J2H1;Q86UX2-2;Q86UX2;A0A096LP62;Q86UX2-3;Q96JW9;Q86UX2-4	G5E9D8;C9J2H1;Q86UX2-2;Q86UX2;A0A096LP62;Q86UX2-3;Q96JW9	-0.552136	ITIH5	0.016474414927412553	0.029478524858541442	-0.22148525143076395	-0.7773397461349775	ENSG00000123243	protein_coding	10	4629	no	no	not_significant
NA	0.855161	1.75422	32	+	NA	Polypeptide N-acetylgalactosaminyltransferase 3;Polypeptide N-acetylgalactosaminyltransferase	GALNT3	Q14435;B2R8J0;C9J2C3;E7EUL0;Q68VJ6;Q14435-2;C9J388;H7BZS4;C9JXX2	Q14435;B2R8J0;C9J2C3;E7EUL0	-0.493107	GALNT3	0.01761083710494134	0.0312494298603936	-0.2257320350814996	-0.7791867453013418	ENSG00000115339	protein_coding	2	4630	no	no	not_significant
